"VOCABULARY_ID","id","ICD_CODE","ICD_DESCRIPTION","PheCode","PheCode_Description"
"ICD10CM",91454,"S52.571C","Other intraarticular fracture of lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",803.2,"Fracture of radius and ulna"
"ICD10CM",91455,"S52.091J","Other fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91456,"S52.571D","Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91457,"S52.361Q","Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91458,"S52.254","Nondisplaced comminuted fracture of shaft of ulna, right arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91459,"S59.142S","Salter-Harris Type IV physeal fracture of upper end of radius, left arm, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91460,"S52.254E","Nondisplaced comminuted fracture of shaft of ulna, right arm, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91461,"S59.149K","Salter-Harris Type IV physeal fracture of upper end of radius, unspecified arm, subsequent encounter for fracture with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91462,"S52.571M","Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91463,"S52.325F","Nondisplaced transverse fracture of shaft of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91464,"S52.362D","Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91465,"S52.325E","Nondisplaced transverse fracture of shaft of left radius, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91466,"S52.552G","Other extraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91467,"S52.109S","Unspecified fracture of upper end of unspecified radius, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91468,"S52.362H","Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91469,"S52.344","Nondisplaced spiral fracture of shaft of radius, right arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91470,"S52.092C","Other fracture of upper end of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC",803.2,"Fracture of radius and ulna"
"ICD10CM",91471,"S52.111P","Torus fracture of upper end of right radius, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91472,"S52.344F","Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91473,"S52.691M","Other fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91474,"S52.112A","Torus fracture of upper end of left radius, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91475,"S52.112D","Torus fracture of upper end of left radius, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91476,"S52.034D","Nondisplaced fracture of olecranon process with intraarticular extension of right ulna, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91477,"S59.192D","Other physeal fracture of upper end of radius, left arm, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91478,"S52.572F","Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91479,"S52.034C","Nondisplaced fracture of olecranon process with intraarticular extension of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC",803.2,"Fracture of radius and ulna"
"ICD10CM",91480,"S52.691Q","Other fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91481,"S52.112P","Torus fracture of upper end of left radius, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91482,"S52.264N","Nondisplaced segmental fracture of shaft of ulna, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91483,"S52.241B","Displaced spiral fracture of shaft of ulna, right arm, initial encounter for open fracture type I or II",803.2,"Fracture of radius and ulna"
"ICD10CM",91484,"S52.119A","Torus fracture of upper end of unspecified radius, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91485,"S52.264P","Nondisplaced segmental fracture of shaft of ulna, right arm, subsequent encounter for closed fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91486,"S59.199","Other physeal fracture of upper end of radius, unspecified arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91487,"S59.192S","Other physeal fracture of upper end of radius, left arm, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91488,"S52.572P","Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91489,"S52.035A","Nondisplaced fracture of olecranon process with intraarticular extension of left ulna, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91490,"S52.299J","Other fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91491,"S52.135H","Nondisplaced fracture of neck of left radius, subsequent encounter for open fracture type I or II with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91492,"S52.579B","Other intraarticular fracture of lower end of unspecified radius, initial encounter for open fracture type I or II",803.2,"Fracture of radius and ulna"
"ICD10CM",91493,"S52.572R","Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91494,"S52.579D","Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91495,"S52.345E","Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91496,"S52.246M","Nondisplaced spiral fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91497,"S52.345D","Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91498,"S52.345H","Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91499,"S52.035F","Nondisplaced fracture of olecranon process with intraarticular extension of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91500,"S52.035C","Nondisplaced fracture of olecranon process with intraarticular extension of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC",803.2,"Fracture of radius and ulna"
"ICD10CM",91501,"S52.265K","Nondisplaced segmental fracture of shaft of ulna, left arm, subsequent encounter for closed fracture with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91502,"S52.099H","Other fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91503,"S52.025Q","Nondisplaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91504,"S52.256C","Nondisplaced comminuted fracture of shaft of ulna, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",803.2,"Fracture of radius and ulna"
"ICD10CM",91505,"S59.039D","Salter-Harris Type III physeal fracture of lower end of ulna, unspecified arm, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91506,"S59.121A","Salter-Harris Type II physeal fracture of upper end of radius, right arm, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91507,"S52.364B","Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",803.2,"Fracture of radius and ulna"
"ICD10CM",91508,"S52.202F","Unspecified fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91509,"S52.241S","Displaced spiral fracture of shaft of ulna, right arm, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91510,"S59.039P","Salter-Harris Type III physeal fracture of lower end of ulna, unspecified arm, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91511,"S59.249D","Salter-Harris Type IV physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91512,"S52.346A","Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91513,"S52.346","Nondisplaced spiral fracture of shaft of radius, unspecified arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91514,"S52.346D","Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91515,"S59.209D","Unspecified physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91516,"S52.242H","Displaced spiral fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91517,"S52.101","Unspecified fracture of upper end of right radius",803.2,"Fracture of radius and ulna"
"ICD10CM",91518,"S52.699J","Other fracture of lower end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91519,"S52.266E","Nondisplaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91520,"S52.346F","Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91521,"S59.209P","Unspecified physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91522,"S52.035R","Nondisplaced fracture of olecranon process with intraarticular extension of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91523,"S52.122G","Displaced fracture of head of left radius, subsequent encounter for closed fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91524,"S52.699Q","Other fracture of lower end of unspecified ulna, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91525,"S52.591G","Other fractures of lower end of right radius, subsequent encounter for closed fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91526,"S52.036F","Nondisplaced fracture of olecranon process with intraarticular extension of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91527,"S52.529D","Torus fracture of lower end of unspecified radius, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91528,"S59.001P","Unspecified physeal fracture of lower end of ulna, right arm, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91529,"S52.323","Displaced transverse fracture of shaft of unspecified radius",803.2,"Fracture of radius and ulna"
"ICD10CM",91530,"S59.002A","Unspecified physeal fracture of lower end of ulna, left arm, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91531,"S59.002","Unspecified physeal fracture of lower end of ulna, left arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91532,"S59.211D","Salter-Harris Type I physeal fracture of lower end of radius, right arm, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91533,"S52.209D","Unspecified fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91534,"S52.562G","Barton's fracture of left radius, subsequent encounter for closed fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91535,"S52.209E","Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91536,"S52.181D","Other fracture of upper end of right radius, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91537,"S52.252E","Displaced comminuted fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91538,"S52.27","Monteggia's fracture of ulna",803.2,"Fracture of radius and ulna"
"ICD10CM",91539,"S52.531B","Colles' fracture of right radius, initial encounter for open fracture type I or II",803.2,"Fracture of radius and ulna"
"ICD10CM",91540,"S52.531G","Colles' fracture of right radius, subsequent encounter for closed fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91541,"S52.531F","Colles' fracture of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91542,"S52.209P","Unspecified fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91543,"S52.351B","Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",803.2,"Fracture of radius and ulna"
"ICD10CM",91544,"S52.323M","Displaced transverse fracture of shaft of unspecified radius, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91545,"S52.001D","Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91546,"S59.219D","Salter-Harris Type I physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91547,"S52.209Q","Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91548,"S52.531M","Colles' fracture of right radius, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91549,"S52.323P","Displaced transverse fracture of shaft of unspecified radius, subsequent encounter for closed fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91550,"S52.252N","Displaced comminuted fracture of shaft of ulna, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91551,"S52.366B","Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",803.2,"Fracture of radius and ulna"
"ICD10CM",91552,"S52.611J","Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91553,"S52.046H","Nondisplaced fracture of coronoid process of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91554,"S52.262G","Displaced segmental fracture of shaft of ulna, left arm, subsequent encounter for closed fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91555,"S59.139D","Salter-Harris Type III physeal fracture of upper end of radius, unspecified arm, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91556,"S52.513R","Displaced fracture of unspecified radial styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91557,"S52.182","Other fracture of upper end of left radius",803.2,"Fracture of radius and ulna"
"ICD10CM",91558,"S52.046K","Nondisplaced fracture of coronoid process of unspecified ulna, subsequent encounter for closed fracture with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91559,"S52.234P","Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91560,"S52.253G","Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for closed fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91561,"S52.046Q","Nondisplaced fracture of coronoid process of unspecified ulna, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91562,"S52.253J","Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91563,"S52.002","Unspecified fracture of upper end of left ulna",803.2,"Fracture of radius and ulna"
"ICD10CM",91564,"S52.023E","Displaced fracture of olecranon process without intraarticular extension of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91565,"S52.225P","Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91566,"S52.109","Unspecified fracture of upper end of unspecified radius",803.2,"Fracture of radius and ulna"
"ICD10CM",91567,"S52.109A","Unspecified fracture of upper end of unspecified radius, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91568,"S52.253N","Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91569,"S52.263","Displaced segmental fracture of shaft of ulna, unspecified arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91570,"S52.612D","Displaced fracture of left ulna styloid process, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91571,"S52.091C","Other fracture of upper end of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC",803.2,"Fracture of radius and ulna"
"ICD10CM",91572,"S52.612J","Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91573,"S52.57","Other intraarticular fracture of lower end of radius",803.2,"Fracture of radius and ulna"
"ICD10CM",91574,"S52.023K","Displaced fracture of olecranon process without intraarticular extension of unspecified ulna, subsequent encounter for closed fracture with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91575,"S52.361N","Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91576,"S52.571B","Other intraarticular fracture of lower end of right radius, initial encounter for open fracture type I or II",803.2,"Fracture of radius and ulna"
"ICD10CM",91577,"S52.091E","Other fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91578,"S52.109N","Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91579,"S52.629K","Torus fracture of lower end of unspecified ulna, subsequent encounter for fracture with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91580,"S52.362","Displaced segmental fracture of shaft of radius, left arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91581,"S52.514R","Nondisplaced fracture of right radial styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91582,"S52.612Q","Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91583,"S59.229S","Salter-Harris Type II physeal fracture of lower end of radius, unspecified arm, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91584,"S52.024C","Nondisplaced fracture of olecranon process without intraarticular extension of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC",803.2,"Fracture of radius and ulna"
"ICD10CM",91585,"S59.149P","Salter-Harris Type IV physeal fracture of upper end of radius, unspecified arm, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91586,"S52.024A","Nondisplaced fracture of olecranon process without intraarticular extension of right ulna, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91587,"S52.343Q","Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91588,"S52.254J","Nondisplaced comminuted fracture of shaft of ulna, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91589,"S52.263Q","Displaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91590,"S52.134E","Nondisplaced fracture of neck of right radius, subsequent encounter for open fracture type I or II with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91591,"S52.111G","Torus fracture of upper end of right radius, subsequent encounter for fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91592,"S52.552N","Other extraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91593,"S52.539F","Colles' fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91594,"S52.613H","Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91595,"S52.221P","Displaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91596,"S52.539N","Colles' fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91597,"S52.539M","Colles' fracture of unspecified radius, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91598,"S59.232P","Salter-Harris Type III physeal fracture of lower end of radius, left arm, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91599,"S52.613M","Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91600,"S52.009N","Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91601,"S59.239","Salter-Harris Type III physeal fracture of lower end of radius, unspecified arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91602,"S59.029D","Salter-Harris Type II physeal fracture of lower end of ulna, unspecified arm, subsequent encounter for fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91603,"S59.029P","Salter-Harris Type II physeal fracture of lower end of ulna, unspecified arm, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91604,"S52.222D","Displaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91605,"S52.601N","Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91606,"S52.353R","Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91607,"S52.541","Smith's fracture of right radius",803.2,"Fracture of radius and ulna"
"ICD10CM",91608,"S52.011","Torus fracture of upper end of right ulna",803.2,"Fracture of radius and ulna"
"ICD10CM",91609,"S52.011A","Torus fracture of upper end of right ulna, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91610,"S52.011K","Torus fracture of upper end of right ulna, subsequent encounter for fracture with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91611,"S52.011G","Torus fracture of upper end of right ulna, subsequent encounter for fracture with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91612,"S52.034S","Nondisplaced fracture of olecranon process with intraarticular extension of right ulna, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91613,"S59.031S","Salter-Harris Type III physeal fracture of lower end of ulna, right arm, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91614,"S52.012","Torus fracture of upper end of left ulna",803.2,"Fracture of radius and ulna"
"ICD10CM",91615,"S52.602","Unspecified fracture of lower end of left ulna",803.2,"Fracture of radius and ulna"
"ICD10CM",91616,"S52.012A","Torus fracture of upper end of left ulna, initial encounter for closed fracture",803.2,"Fracture of radius and ulna"
"ICD10CM",91617,"S59.199P","Other physeal fracture of upper end of radius, unspecified arm, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91618,"S59.241P","Salter-Harris Type IV physeal fracture of lower end of radius, right arm, subsequent encounter for fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91619,"S52.222R","Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91620,"S52.326R","Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91621,"S52.541P","Smith's fracture of right radius, subsequent encounter for closed fracture with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91622,"S52.012K","Torus fracture of upper end of left ulna, subsequent encounter for fracture with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91623,"S52.241M","Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91624,"S52.579H","Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91625,"S59.119S","Salter-Harris Type I physeal fracture of upper end of radius, unspecified arm, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91626,"S52.256F","Nondisplaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",803.2,"Fracture of radius and ulna"
"ICD10CM",91627,"S52.579N","Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91628,"S52.241R","Displaced spiral fracture of shaft of ulna, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",803.2,"Fracture of radius and ulna"
"ICD10CM",91629,"S52.25","Comminuted fracture of shaft of ulna",803.2,"Fracture of radius and ulna"
"ICD10CM",91630,"S52.251","Displaced comminuted fracture of shaft of ulna, right arm",803.2,"Fracture of radius and ulna"
"ICD10CM",91631,"S52.135S","Nondisplaced fracture of neck of left radius, sequela",803.2,"Fracture of radius and ulna"
"ICD10CM",91632,"S52.322","Displaced transverse fracture of shaft of left radius",803.2,"Fracture of radius and ulna"
"ICD10CM",91633,"S52.542B","Smith's fracture of left radius, initial encounter for open fracture type I or II",803.2,"Fracture of radius and ulna"
"ICD10CM",91634,"S52.223M","Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion",803.2,"Fracture of radius and ulna"
